CookerStat, GenerateAssetRegistry=0.041608, Initialize=0.265967, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_0, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Content/2DSideScrollerBP/Blueprints/Hero.uasset, AutoPackageBackupDelegate=0.263635, FlushAsyncLoading=0.009988, FlushStreamingFunc=0.104189, BlockTillAllRequestsFinished=0.009652, ResetLoadersForSaveUnMarkAllObjects=0.537261, TagPackageExports=1.196016, BeginCacheForCookedPlatformData=0.003330, SerializeImports=1.788862, GatherLocalizableTextData=2.209619, MarkNames=0.043273, SerializeSummary=0.023969, SerializeNames=0.107184, SerializeGatherableTextData=0.010319, BuildExportMap=0.101529, SortExportsNonSeekfree=0.086214, SortExportsSeekfreeConstructor=0.136144, SortExportsSeekfreeInner=13.610885, SortExportsSeekfree=0.011317, BuildDependencyMap=0.032287, SerializeImportMap=0.014313, SerializeExportMap=0.012983, SerializeDependencyMap=0.007987, SerializeStringAssetReferenceMap=0.003662, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.351850, SerializeExports=1.973275, SerializeBulkData=0.029959, MoveFile=0.675071, UnaccountedTime=0.833847, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_1, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Saved/Autosaves/Game/2DSideScrollerBP/Blueprints/Herp_Auto1.uasset, AutoPackageBackupDelegate=0.107851, FlushAsyncLoading=0.005994, FlushStreamingFunc=0.092536, BlockTillAllRequestsFinished=0.008322, ResetLoadersForSaveUnMarkAllObjects=0.370156, TagPackageExports=0.010654, BeginCacheForCookedPlatformData=0.001330, SerializeImports=0.329211, GatherLocalizableTextData=0.016313, MarkNames=0.005327, SerializeSummary=0.014979, SerializeNames=0.014979, SerializeGatherableTextData=0.001661, BuildExportMap=0.011653, SortExportsNonSeekfree=0.003662, SortExportsSeekfreeConstructor=0.088543, SortExportsSeekfreeInner=0.014979, SortExportsSeekfree=0.002332, BuildDependencyMap=0.007320, SerializeImportMap=0.036947, SerializeExportMap=0.017975, SerializeDependencyMap=0.001330, SerializeStringAssetReferenceMap=0.002332, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020638, SerializeExports=0.007655, SerializeBulkData=0.007324, MoveFile=0.669744, UnaccountedTime=0.136144, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_2, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Saved/Autosaves/Game/2DSideScrollerBP/Blueprints/Hero_Auto1.uasset, AutoPackageBackupDelegate=23.256239, FlushAsyncLoading=0.010654, FlushStreamingFunc=0.042606, BlockTillAllRequestsFinished=0.006326, ResetLoadersForSaveUnMarkAllObjects=0.279613, TagPackageExports=17.414633, BeginCacheForCookedPlatformData=0.010651, SerializeImports=21.622162, GatherLocalizableTextData=14.671087, MarkNames=0.171099, SerializeSummary=0.036616, SerializeNames=0.475675, SerializeGatherableTextData=0.269294, BuildExportMap=0.524610, SortExportsNonSeekfree=2.042849, SortExportsSeekfreeConstructor=0.024632, SortExportsSeekfreeInner=30.811813, SortExportsSeekfree=0.012651, BuildDependencyMap=0.130486, SerializeImportMap=0.023633, SerializeExportMap=0.083551, SerializeDependencyMap=0.040945, SerializeStringAssetReferenceMap=0.004660, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.594134, SerializeExports=21.570898, SerializeBulkData=0.018973, MoveFile=1.237292, UnaccountedTime=0.241335, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_3, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Content/2DSideScrollerBP/Sprite/player_2.uasset, AutoPackageBackupDelegate=0.087213, FlushAsyncLoading=0.005327, FlushStreamingFunc=0.034284, BlockTillAllRequestsFinished=0.005327, ResetLoadersForSaveUnMarkAllObjects=0.257313, TagPackageExports=0.016309, BeginCacheForCookedPlatformData=0.001665, SerializeImports=0.358839, GatherLocalizableTextData=0.033952, MarkNames=0.007324, SerializeSummary=0.015642, SerializeNames=0.024300, SerializeGatherableTextData=0.001665, BuildExportMap=0.026964, SortExportsNonSeekfree=0.003994, SortExportsSeekfreeConstructor=0.086214, SortExportsSeekfreeInner=0.316564, SortExportsSeekfree=0.003662, BuildDependencyMap=0.008654, SerializeImportMap=0.007655, SerializeExportMap=0.005659, SerializeDependencyMap=0.001330, SerializeStringAssetReferenceMap=0.001997, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.790057, SerializeExports=0.090208, SerializeBulkData=0.008322, MoveFile=0.790246, UnaccountedTime=0.628464, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_4, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Content/2DSideScrollerBP/Sprite/player_2.uasset, AutoPackageBackupDelegate=1.539212, FlushAsyncLoading=0.010651, FlushStreamingFunc=0.225358, BlockTillAllRequestsFinished=0.006657, ResetLoadersForSaveUnMarkAllObjects=0.306908, TagPackageExports=0.009984, BeginCacheForCookedPlatformData=0.001997, SerializeImports=0.655431, GatherLocalizableTextData=0.038281, MarkNames=0.008654, SerializeSummary=0.014979, SerializeNames=0.026297, SerializeGatherableTextData=0.001665, BuildExportMap=0.025962, SortExportsNonSeekfree=0.003662, SortExportsSeekfreeConstructor=0.010319, SortExportsSeekfreeInner=0.386134, SortExportsSeekfree=0.011317, BuildDependencyMap=0.012983, SerializeImportMap=0.008322, SerializeExportMap=0.004992, SerializeDependencyMap=0.001997, SerializeStringAssetReferenceMap=0.002332, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.817017, SerializeExports=0.095204, SerializeBulkData=0.007655, MoveFile=0.795238, UnaccountedTime=0.696372, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_5, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Content/2DSideScrollerBP/Sprite/player.uasset, AutoPackageBackupDelegate=1.113795, FlushAsyncLoading=0.006992, FlushStreamingFunc=0.044938, BlockTillAllRequestsFinished=0.005323, ResetLoadersForSaveUnMarkAllObjects=0.499979, TagPackageExports=0.010654, BeginCacheForCookedPlatformData=0.001665, SerializeImports=0.397116, GatherLocalizableTextData=0.035953, MarkNames=0.008322, SerializeSummary=0.015311, SerializeNames=0.028960, SerializeGatherableTextData=0.001997, BuildExportMap=0.026964, SortExportsNonSeekfree=0.003994, SortExportsSeekfreeConstructor=0.010986, SortExportsSeekfreeInner=0.347517, SortExportsSeekfree=0.005327, BuildDependencyMap=0.008654, SerializeImportMap=0.010651, SerializeExportMap=0.007655, SerializeDependencyMap=0.001665, SerializeStringAssetReferenceMap=0.002328, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.539974, SerializeExports=0.165105, SerializeBulkData=0.011653, MoveFile=0.908080, UnaccountedTime=0.698037, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_6, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Content/2DSideScrollerBP/Sprite/player.uasset, AutoPackageBackupDelegate=0.655759, FlushAsyncLoading=0.004329, FlushStreamingFunc=0.040278, BlockTillAllRequestsFinished=0.004329, ResetLoadersForSaveUnMarkAllObjects=0.240333, TagPackageExports=0.009988, BeginCacheForCookedPlatformData=0.001330, SerializeImports=0.353847, GatherLocalizableTextData=0.033285, MarkNames=0.007655, SerializeSummary=0.014648, SerializeNames=0.029624, SerializeGatherableTextData=0.002000, BuildExportMap=0.025630, SortExportsNonSeekfree=0.003662, SortExportsSeekfreeConstructor=0.010986, SortExportsSeekfreeInner=0.334539, SortExportsSeekfree=0.003658, BuildDependencyMap=0.008989, SerializeImportMap=0.005990, SerializeExportMap=0.003662, SerializeDependencyMap=0.001334, SerializeStringAssetReferenceMap=0.001997, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.010465, SerializeExports=0.069901, SerializeBulkData=0.007659, MoveFile=0.807218, UnaccountedTime=0.601172, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_7, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Saved/Autosaves/Game/2DSideScrollerBP/Maps/2DSideScrollerExampleMap_Auto2.umap, AutoPackageBackupDelegate=1.826145, FlushAsyncLoading=0.013314, FlushStreamingFunc=0.081223, BlockTillAllRequestsFinished=0.009652, ResetLoadersForSaveUnMarkAllObjects=106.643501, TagPackageExports=1.328498, BeginCacheForCookedPlatformData=0.003994, SerializeImports=2.607070, GatherLocalizableTextData=10.047469, MarkNames=1.033906, SerializeSummary=0.028960, SerializeNames=0.610158, SerializeGatherableTextData=0.063244, BuildExportMap=0.297923, SortExportsNonSeekfree=0.482004, SortExportsSeekfreeConstructor=0.103191, SortExportsSeekfreeInner=23.863066, SortExportsSeekfree=0.013318, BuildDependencyMap=0.100859, SerializeImportMap=0.030626, SerializeExportMap=0.028294, SerializeDependencyMap=0.006657, SerializeStringAssetReferenceMap=0.002664, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.206335, SerializeExports=3.763474, SerializeBulkData=0.019971, MoveFile=0.654429, UnaccountedTime=0.199057, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_8, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Saved/Autosaves/Game/2DSideScrollerBP/Blueprints/Hero_Auto2.uasset, AutoPackageBackupDelegate=1.329497, FlushAsyncLoading=0.007659, FlushStreamingFunc=0.065576, BlockTillAllRequestsFinished=0.005990, ResetLoadersForSaveUnMarkAllObjects=0.250321, TagPackageExports=17.764818, BeginCacheForCookedPlatformData=0.009988, SerializeImports=19.116285, GatherLocalizableTextData=15.863772, MarkNames=0.143468, SerializeSummary=0.022635, SerializeNames=0.418425, SerializeGatherableTextData=8.492280, BuildExportMap=0.383139, SortExportsNonSeekfree=1.856439, SortExportsSeekfreeConstructor=0.017975, SortExportsSeekfreeInner=32.680901, SortExportsSeekfree=0.013649, BuildDependencyMap=0.155453, SerializeImportMap=0.027295, SerializeExportMap=0.068903, SerializeDependencyMap=0.015646, SerializeStringAssetReferenceMap=0.002664, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.843125, SerializeExports=21.683075, SerializeBulkData=0.018977, MoveFile=0.958677, UnaccountedTime=0.212040, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_9, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Content/2DSideScrollerBP/Blueprints/2DSideScrollerGameMode.uasset, AutoPackageBackupDelegate=1.888394, FlushAsyncLoading=0.007655, FlushStreamingFunc=0.074897, BlockTillAllRequestsFinished=0.007655, ResetLoadersForSaveUnMarkAllObjects=0.262640, TagPackageExports=0.378475, BeginCacheForCookedPlatformData=0.002999, SerializeImports=0.830185, GatherLocalizableTextData=0.488661, MarkNames=0.016976, SerializeSummary=0.016309, SerializeNames=0.082221, SerializeGatherableTextData=0.009321, BuildExportMap=0.077892, SortExportsNonSeekfree=0.028629, SortExportsSeekfreeConstructor=0.075895, SortExportsSeekfreeInner=7.120505, SortExportsSeekfree=0.008658, BuildDependencyMap=0.021968, SerializeImportMap=0.008322, SerializeExportMap=0.007655, SerializeDependencyMap=0.130486, SerializeStringAssetReferenceMap=0.004996, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.229683, SerializeExports=0.546578, SerializeBulkData=0.007655, MoveFile=0.751298, UnaccountedTime=0.634789, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
SavePackageTransactionIdE96432C84A95235949641585830FBB1B_10, Filename=../../../../../../Unreal/RepoForGamePrototypes/BossFight 4.11/Content/2DSideScrollerBP/Blueprints/Hero.uasset, AutoPackageBackupDelegate=0.106186, FlushAsyncLoading=0.005659, FlushStreamingFunc=0.086881, BlockTillAllRequestsFinished=0.006989, ResetLoadersForSaveUnMarkAllObjects=0.246994, TagPackageExports=1.165058, BeginCacheForCookedPlatformData=0.003994, SerializeImports=1.733940, GatherLocalizableTextData=1.060203, MarkNames=0.018310, SerializeSummary=0.015978, SerializeNames=0.086546, SerializeGatherableTextData=0.006992, BuildExportMap=0.068903, SortExportsNonSeekfree=0.085216, SortExportsSeekfreeConstructor=0.078890, SortExportsSeekfreeInner=4.294406, SortExportsSeekfree=0.015315, BuildDependencyMap=0.038944, SerializeImportMap=0.008322, SerializeExportMap=0.009988, SerializeDependencyMap=0.005659, SerializeStringAssetReferenceMap=0.002995, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.350185, SerializeExports=1.742929, SerializeBulkData=0.006989, MoveFile=0.709355, UnaccountedTime=0.642445, RunGuid=RunID947B1615410717C071413DBDFC49CDF5
